member_casual,rides,mean_duration_min,median_duration_min,p25_duration_min,p75_duration_min,p90_duration_min,p95_duration_min,p99_duration_min,max_duration_min
casual,880637,57.01774426383565,25.83333396911621,15.25,45.29999923706055,81.4000015258789,113.65333404540938,203.14399536132836,177200.359375
member,2937367,14.327797201932446,9.800000190734863,6.0333333015441895,16.116666793823242,24.899999618530273,31.183332443237305,44.61666488647461,150943.90625
