start_station_name,member_rides,casual_rides,total_rides,casual_share
Central Park Ave & Bloomingdale Ave,997.0,1075.0,2072.0,0.5188223938223938
Eastlake Ter & Rogers Ave,1696.0,345.0,2041.0,0.16903478686918177
Kosciuszko Park,1772.0,235.0,2007.0,0.11709018435475835
Shields Ave & 31st St,1836.0,164.0,2000.0,0.082
Ashland Ave & 13th St,1858.0,140.0,1998.0,0.07007007007007007
Orleans St & Elm St (*),1864.0,129.0,1993.0,0.06472654290015052
Chicago Ave & Sheridan Rd,1344.0,647.0,1991.0,0.32496233048719236
Racine Ave & 15th St,1707.0,246.0,1953.0,0.1259600614439324
Loomis St & Taylor St (*),1859.0,85.0,1944.0,0.04372427983539095
Rhodes Ave & 32nd St,1408.0,535.0,1943.0,0.2753474009264025
Lake Park Ave & 47th St,1117.0,818.0,1935.0,0.4227390180878553
Troy St & Elston Ave,1563.0,355.0,1918.0,0.18508863399374348
Halsted St & Archer Ave,1590.0,313.0,1903.0,0.1644771413557541
May St & Cullerton St,1626.0,267.0,1893.0,0.1410459587955626
Halsted St & North Branch St,1592.0,263.0,1855.0,0.1417789757412399
Damen Ave & Walnut (Lake) St (*),1636.0,216.0,1852.0,0.11663066954643629
Oakley Ave & Irving Park Rd,1537.0,308.0,1845.0,0.16693766937669377
Washtenaw Ave & Lawrence Ave,1514.0,314.0,1828.0,0.17177242888402625
Western Ave & Congress Pkwy,1514.0,308.0,1822.0,0.1690450054884742
Chicago Ave & Dempster St,1362.0,441.0,1803.0,0.24459234608985025
Morgan St & 31st St,1443.0,357.0,1800.0,0.19833333333333333
Sheridan Rd & Columbia Ave,1364.0,422.0,1786.0,0.23628219484882418
Avondale Ave & Irving Park Rd,1427.0,351.0,1778.0,0.19741282339707536
California Ave & Fletcher St,1244.0,525.0,1769.0,0.2967778405879028
Winchester (Ravenswood) Ave & Balmoral Ave,1425.0,328.0,1753.0,0.18710781517398745
Rockwell St & Eastwood Ave,1476.0,276.0,1752.0,0.15753424657534246
Greenview Ave & Jarvis Ave,1408.0,325.0,1733.0,0.18753606462781305
Leavitt St & Addison St,1359.0,366.0,1725.0,0.21217391304347827
California Ave & Montrose Ave,1242.0,480.0,1722.0,0.2787456445993031
Damen Ave & Cullerton St,1212.0,472.0,1684.0,0.28028503562945367
Kimball Ave & Belmont Ave,1287.0,391.0,1678.0,0.233015494636472
Wentworth Ave & 35th St,1196.0,481.0,1677.0,0.2868217054263566
Drake Ave & Addison St,1428.0,196.0,1624.0,0.1206896551724138
Ogden Ave & Congress Pkwy,1481.0,140.0,1621.0,0.0863664404688464
Western Ave & Monroe St,1344.0,264.0,1608.0,0.16417910447761194
Leavitt St & Belmont Ave (*),1222.0,364.0,1586.0,0.22950819672131148
Hoyne Ave & Balmoral Ave,1233.0,331.0,1564.0,0.21163682864450128
Malcolm X College,1282.0,270.0,1552.0,0.17396907216494845
Lincoln Ave & Winona St,1212.0,336.0,1548.0,0.21705426356589147
Sheridan Rd & Greenleaf Ave,1093.0,450.0,1543.0,0.2916396629941672
Ogden Ave & Roosevelt Rd,1356.0,184.0,1540.0,0.11948051948051948
Francisco Ave & Foster Ave,1194.0,332.0,1526.0,0.21756225425950196
Central Park Ave & Elbridge Ave,1273.0,240.0,1513.0,0.15862524785194976
Greenwood Ave & 47th St,1110.0,400.0,1510.0,0.26490066225165565
Central St Metra,1255.0,254.0,1509.0,0.16832339297548046
Clark St & Columbia Ave,1356.0,139.0,1495.0,0.09297658862876254
Halsted St & 21st St,1046.0,414.0,1460.0,0.28356164383561644
Troy St & North Ave,982.0,477.0,1459.0,0.3269362577107608
Wentworth Ave & 33rd St,1187.0,255.0,1442.0,0.1768377253814147
Wolcott (Ravenswood) Ave & Montrose Ave (*),1237.0,138.0,1375.0,0.10036363636363636
Clark St & Schreiber Ave,1090.0,271.0,1361.0,0.1991182953710507
Prairie Ave & Garfield Blvd,1082.0,271.0,1353.0,0.20029563932002956
Woodlawn Ave & Lake Park Ave,1010.0,298.0,1308.0,0.22782874617737003
Western Ave & Lunt Ave,1074.0,208.0,1282.0,0.1622464898595944
Loomis St & Archer Ave,1051.0,178.0,1229.0,0.14483319772172498
Kedzie Ave & Leland Ave,954.0,265.0,1219.0,0.21739130434782608
63rd St Beach,524.0,687.0,1211.0,0.5672997522708505
Western Ave & 21st St,1053.0,155.0,1208.0,0.12831125827814568
Christiana Ave & Lawrence Ave,924.0,271.0,1195.0,0.22677824267782426
Ashland Ave & 21st St,1000.0,194.0,1194.0,0.1624790619765494
Clinton St & Polk St,949.0,242.0,1191.0,0.2031905961376994
Wallace St & 35th St,930.0,233.0,1163.0,0.2003439380911436
California Ave & Byron St,781.0,376.0,1157.0,0.32497839239412274
Avers Ave & Belmont Ave,845.0,295.0,1140.0,0.25877192982456143
Manor Ave & Leland Ave,1007.0,112.0,1119.0,0.10008936550491511
Normal Ave & Archer Ave,966.0,150.0,1116.0,0.13440860215053763
Clinton St & Polk St (*),1022.0,68.0,1090.0,0.062385321100917435
Glenwood Ave & Touhy Ave,900.0,185.0,1085.0,0.17050691244239632
Central St & Girard Ave,913.0,156.0,1069.0,0.14593077642656688
Monticello Ave & Irving Park Rd,872.0,184.0,1056.0,0.17424242424242425
Central Park Ave & North Ave,782.0,264.0,1046.0,0.25239005736137665
Racine Ave & 13th St,842.0,197.0,1039.0,0.18960538979788258
Drake Ave & Montrose Ave,814.0,211.0,1025.0,0.20585365853658535
Smith Park (*),778.0,238.0,1016.0,0.234251968503937
Dodge Ave & Church St,786.0,209.0,995.0,0.2100502512562814
Albany Ave & Montrose Ave,746.0,248.0,994.0,0.24949698189134809
MLK Jr Dr & Pershing Rd,759.0,232.0,991.0,0.2341069626639758
Shields Ave & 28th Pl,850.0,138.0,988.0,0.1396761133603239
Warren Park East,834.0,133.0,967.0,0.1375387797311272
Kedzie Ave & Foster Ave,789.0,178.0,967.0,0.18407445708376421
Calumet Ave & 35th St,749.0,216.0,965.0,0.22383419689119172
Sawyer Ave & Irving Park Rd,723.0,238.0,961.0,0.24765868886576484
Cottage Grove Ave & 47th St,699.0,247.0,946.0,0.26109936575052856
Elmwood Ave & Austin St,783.0,161.0,944.0,0.1705508474576271
Spaulding Ave & Division St,682.0,256.0,938.0,0.27292110874200426
Wentworth Ave & 24th St (Temp),677.0,251.0,928.0,0.2704741379310345
California Ave & 23rd Pl,849.0,61.0,910.0,0.06703296703296703
Cottage Grove Ave & 51st St,686.0,199.0,885.0,0.2248587570621469
South Shore Dr & 71st St,505.0,355.0,860.0,0.4127906976744186
Ridge Blvd & Touhy Ave,683.0,177.0,860.0,0.2058139534883721
California Ave & 21st St,667.0,172.0,839.0,0.20500595947556616
Kedzie Ave & Lake St,671.0,149.0,820.0,0.18170731707317073
Cottage Grove Ave & 43rd St,610.0,166.0,776.0,0.21391752577319587
Halsted St & 37th St,705.0,68.0,773.0,0.08796895213454076
Keystone Ave & Fullerton Ave,572.0,200.0,772.0,0.25906735751295334
Western Ave & Howard St,587.0,177.0,764.0,0.23167539267015708
Lincolnwood Dr & Central St,619.0,132.0,751.0,0.17576564580559254
Halsted St & 35th St,595.0,153.0,748.0,0.20454545454545456
California Ave & Lake St,645.0,103.0,748.0,0.13770053475935828
Dorchester Ave & 49th St,589.0,151.0,740.0,0.20405405405405405
Cottage Grove Ave & Oakwood Blvd,352.0,388.0,740.0,0.5243243243243243
Western Ave & Granville Ave,589.0,134.0,723.0,0.18533886583679116
State St & 29th St,551.0,166.0,717.0,0.2315202231520223
St. Louis Ave & Balmoral Ave,524.0,175.0,699.0,0.2503576537911302
Prairie Ave & 43rd St,401.0,296.0,697.0,0.4246771879483501
Clark St & Jarvis Ave,560.0,134.0,694.0,0.1930835734870317
Racine Ave & 35th St,554.0,133.0,687.0,0.19359534206695778
Calumet Ave & 51st St,495.0,182.0,677.0,0.2688330871491876
South Shore Dr & 67th St,324.0,351.0,675.0,0.52
Conservatory Dr & Lake St,445.0,229.0,674.0,0.3397626112759644
Warren Park West,406.0,267.0,673.0,0.3967310549777117
Kedzie Ave & Chicago Ave,530.0,139.0,669.0,0.2077727952167414
Washtenaw Ave & Ogden Ave,459.0,201.0,660.0,0.30454545454545456
Kilbourn Ave & Milwaukee Ave,466.0,183.0,649.0,0.28197226502311246
Bernard St & Elston Ave,530.0,108.0,638.0,0.16927899686520376
Pulaski Rd & Eddy St (Temp),483.0,143.0,626.0,0.22843450479233227
Knox Ave & Montrose Ave,472.0,144.0,616.0,0.23376623376623376
Western Ave & 24th St,536.0,78.0,614.0,0.1270358306188925
Ashland Ave & Archer Ave,417.0,179.0,596.0,0.30033557046979864
DuSable Museum,382.0,200.0,582.0,0.3436426116838488
Ashland Ave & McDowell Ave,545.0,35.0,580.0,0.0603448275862069
California Ave & Francis Pl (Temp),512.0,65.0,577.0,0.11265164644714037
Ridge Blvd & Howard St,401.0,174.0,575.0,0.3026086956521739
Keystone Ave & Montrose Ave,447.0,128.0,575.0,0.22260869565217392
Milwaukee Ave & Cuyler Ave,491.0,82.0,573.0,0.1431064572425829
Kedzie Ave & Bryn Mawr Ave,312.0,243.0,555.0,0.43783783783783786
Sacramento Blvd & Franklin Blvd,507.0,43.0,550.0,0.07818181818181819
Cherry Ave & Blackhawk St,423.0,120.0,543.0,0.22099447513812154
Budlong Woods Library,333.0,210.0,543.0,0.3867403314917127
Wentworth Ave & 24th St,394.0,136.0,530.0,0.25660377358490566
Kilbourn Ave & Irving Park Rd,445.0,68.0,513.0,0.13255360623781676
2112 W Peterson Ave,385.0,121.0,506.0,0.2391304347826087
Bosworth Ave & Howard St,422.0,78.0,500.0,0.156
Leavitt St & Archer Ave,336.0,126.0,462.0,0.2727272727272727
Dorchester Ave & 63rd St,259.0,203.0,462.0,0.4393939393939394
Evanston Civic Center,271.0,185.0,456.0,0.4057017543859649
Princeton Ave & Garfield Blvd,405.0,37.0,442.0,0.083710407239819
Kedzie Ave & 21st St,370.0,68.0,438.0,0.1552511415525114
Austin Blvd & Lake St,297.0,138.0,435.0,0.31724137931034485
Valli Produce - Evanston Plaza,321.0,103.0,424.0,0.2429245283018868
Washtenaw Ave & Ogden Ave (*),396.0,25.0,421.0,0.05938242280285035
Clark St & Touhy Ave,375.0,45.0,420.0,0.10714285714285714
Oakley Ave & Touhy Ave,251.0,169.0,420.0,0.4023809523809524
Cottage Grove Ave & 63rd St,299.0,108.0,407.0,0.26535626535626533
Jeffery Blvd & 67th St,82.0,316.0,398.0,0.7939698492462312
Dodge Ave & Mulford St,275.0,115.0,390.0,0.2948717948717949
MLK Jr Dr & 47th St,275.0,112.0,387.0,0.28940568475452194
Kildare Ave & Montrose Ave,248.0,139.0,387.0,0.35917312661498707
Indiana Ave & 40th St,271.0,114.0,385.0,0.2961038961038961
Fairfield Ave & Roosevelt Rd,221.0,158.0,379.0,0.41688654353562005
Archer (Damen) Ave & 37th St,277.0,91.0,368.0,0.24728260869565216
Ashland Ave & Pershing Rd,300.0,57.0,357.0,0.15966386554621848
Princeton Ave & 47th St,294.0,50.0,344.0,0.14534883720930233
Halsted St & 35th St (*),314.0,24.0,338.0,0.07100591715976332
Union Ave & Root St,249.0,85.0,334.0,0.25449101796407186
Wood St & 35th St,243.0,85.0,328.0,0.25914634146341464
South Shore Dr & 74th St,194.0,125.0,319.0,0.39184952978056425
Maplewood Ave & Peterson Ave,198.0,91.0,289.0,0.314878892733564
Racine Ave & Garfield Blvd,211.0,54.0,265.0,0.2037735849056604
Halsted St & 47th Pl,237.0,19.0,256.0,0.07421875
Western Ave & 28th St,186.0,56.0,242.0,0.23140495867768596
Wolcott Ave & Fargo Ave,203.0,39.0,242.0,0.16115702479338842
Stony Island Ave & 64th St,86.0,155.0,241.0,0.6431535269709544
Central Park Ave & Ogden Ave,157.0,83.0,240.0,0.3458333333333333
Albany Ave & 26th St,157.0,78.0,235.0,0.33191489361702126
Western Blvd & 48th Pl,184.0,50.0,234.0,0.21367521367521367
Cornell Dr & Hayes Dr,107.0,117.0,224.0,0.5223214285714286
State St & 79th St,180.0,38.0,218.0,0.1743119266055046
Hoyne Ave & 47th St,182.0,33.0,215.0,0.15348837209302327
State St & Pershing Rd,161.0,52.0,213.0,0.24413145539906103
Jeffery Blvd & 71st St,130.0,77.0,207.0,0.3719806763285024
Damen Ave & Coulter St,157.0,47.0,204.0,0.23039215686274508
Stony Island Ave & 71st St,121.0,81.0,202.0,0.400990099009901
Stony Island Ave & 67th St,75.0,126.0,201.0,0.6268656716417911
Kedzie Ave & Roosevelt Rd,140.0,54.0,194.0,0.27835051546391754
Austin Blvd & Madison St,101.0,84.0,185.0,0.4540540540540541
Eberhart Ave & 61st St,96.0,85.0,181.0,0.4696132596685083
Central Ave & Chicago Ave,125.0,52.0,177.0,0.2937853107344633
Halsted St & 63rd St,150.0,20.0,170.0,0.11764705882352941
Rainbow Beach,71.0,97.0,168.0,0.5773809523809523
California Ave & 26th St,119.0,47.0,166.0,0.28313253012048195
MLK Jr Dr & 83rd St,96.0,66.0,162.0,0.4074074074074074
Millard Ave & 26th St,97.0,64.0,161.0,0.39751552795031053
Damen Ave & Pershing Rd,55.0,103.0,158.0,0.6518987341772152
Cottage Grove Ave & 67th St,117.0,35.0,152.0,0.23026315789473684
Archer (Damen) Ave & 37th St (*),139.0,7.0,146.0,0.04794520547945205
Kedzie Ave & Harrison St,109.0,35.0,144.0,0.24305555555555555
Laramie Ave & Madison St,96.0,48.0,144.0,0.3333333333333333
MLK Jr Dr & 56th St,87.0,49.0,136.0,0.3602941176470588
Wentworth Ave & 63rd St,90.0,43.0,133.0,0.3233082706766917
MLK Jr Dr & 63rd St,86.0,45.0,131.0,0.3435114503816794
Central Ave & Madison St,89.0,40.0,129.0,0.31007751937984496
Pulaski Rd & Lake St,96.0,30.0,126.0,0.23809523809523808
Jeffery Blvd & 76th St,82.0,43.0,125.0,0.344
Wabash Ave & 87th St,84.0,41.0,125.0,0.328
Morgan St & Pershing Rd,112.0,13.0,125.0,0.104
Perry Ave & 69th St,95.0,29.0,124.0,0.23387096774193547
Vernon Ave & 75th St,67.0,57.0,124.0,0.4596774193548387
Austin Blvd & Chicago Ave,66.0,57.0,123.0,0.4634146341463415
Greenwood Ave & 79th St,103.0,20.0,123.0,0.16260162601626016
Karlov Ave & Madison St,95.0,27.0,122.0,0.22131147540983606
Ashland Ave & Garfield Blvd,108.0,8.0,116.0,0.06896551724137931
Kedzie Ave & 24th St,86.0,30.0,116.0,0.25862068965517243
Stony Island Ave & 75th St,72.0,43.0,115.0,0.3739130434782609
Yates Blvd & 75th St,70.0,45.0,115.0,0.391304347826087
Pulaski Rd & Congress Pkwy,91.0,24.0,115.0,0.20869565217391303
Cottage Grove Ave & 83rd St,32.0,78.0,110.0,0.7090909090909091
Central Ave & Lake St,47.0,54.0,101.0,0.5346534653465347
Central Park Blvd & 5th Ave,61.0,37.0,98.0,0.37755102040816324
Kostner Ave & Adams St,91.0,6.0,97.0,0.061855670103092786
Marshfield Ave & 44th St,60.0,30.0,90.0,0.3333333333333333
State St & 54th St,60.0,29.0,89.0,0.3258426966292135
MLK Jr Dr & 56th St (*),73.0,14.0,87.0,0.16091954022988506
Cicero Ave & Lake St,61.0,25.0,86.0,0.29069767441860467
Latrobe Ave & Chicago Ave,62.0,23.0,85.0,0.27058823529411763
Ashland Ave & 50th St,51.0,34.0,85.0,0.4
Phillips Ave & 83rd St,54.0,29.0,83.0,0.3493975903614458
Ashland Ave & 63rd St,57.0,24.0,81.0,0.2962962962962963
Halsted St & 69th St,41.0,37.0,78.0,0.47435897435897434
Elizabeth St & 47th St,69.0,8.0,77.0,0.1038961038961039
Central Ave & Harrison St,25.0,50.0,75.0,0.6666666666666666
Vernon Ave & 79th St,41.0,29.0,70.0,0.4142857142857143
Halsted St & 56th St,49.0,21.0,70.0,0.3
Phillips Ave & 79th St,48.0,21.0,69.0,0.30434782608695654
Laramie Ave & Kinzie St,40.0,29.0,69.0,0.42028985507246375
Stony Island Ave & 82nd St,35.0,33.0,68.0,0.4852941176470588
Cottage Grove Ave & 78th St,36.0,30.0,66.0,0.45454545454545453
Cicero Ave & Quincy St,27.0,34.0,61.0,0.5573770491803278
Shields Ave & 43rd St,53.0,8.0,61.0,0.13114754098360656
State St & 76th St,37.0,23.0,60.0,0.38333333333333336
Kenton Ave & Madison St,40.0,20.0,60.0,0.3333333333333333
Damen Ave & 51st St,42.0,18.0,60.0,0.3
Central Park Ave & 24th St,17.0,43.0,60.0,0.7166666666666667
Ashland Ave & 69th St,37.0,20.0,57.0,0.3508771929824561
Ellis Ave & 83rd St,30.0,25.0,55.0,0.45454545454545453
Ashland Ave & 66th St,44.0,10.0,54.0,0.18518518518518517
Laramie Ave & Gladys Ave,38.0,13.0,51.0,0.2549019607843137
Cottage Grove Ave & 71st St,22.0,27.0,49.0,0.5510204081632653
Bennett Ave & 79th St,35.0,13.0,48.0,0.2708333333333333
Eggleston Ave & 69th St (*),38.0,8.0,46.0,0.17391304347826086
Woodlawn Ave & 75th St,11.0,34.0,45.0,0.7555555555555555
Evans Ave & 75th St,29.0,14.0,43.0,0.32558139534883723
Throop St & 52nd St,23.0,20.0,43.0,0.46511627906976744
Stewart Ave & 63rd St (*),38.0,2.0,40.0,0.05
Exchange Ave & 79th St,16.0,23.0,39.0,0.5897435897435898
Commercial Ave & 83rd St,18.0,21.0,39.0,0.5384615384615384
Marshfield Ave & 59th St,29.0,9.0,38.0,0.23684210526315788
Damen Ave & 59th St,21.0,16.0,37.0,0.43243243243243246
Halsted St & 59th St,21.0,15.0,36.0,0.4166666666666667
South Chicago Ave & 83rd St,10.0,26.0,36.0,0.7222222222222222
May St & 69th St,25.0,9.0,34.0,0.2647058823529412
Calumet Ave & 71st St,8.0,25.0,33.0,0.7575757575757576
Wabash Ave & 83rd St,25.0,7.0,32.0,0.21875
Cicero Ave & Flournoy St,19.0,10.0,29.0,0.3448275862068966
Halsted St & 51st St,10.0,17.0,27.0,0.6296296296296297
DIVVY Map Frame B/C Station,24.0,2.0,26.0,0.07692307692307693
Stony Island Ave & South Chicago Ave,16.0,10.0,26.0,0.38461538461538464
Vincennes Ave & 75th St,3.0,20.0,23.0,0.8695652173913043
Kostner Ave & Lake St,11.0,9.0,20.0,0.45
Seeley Ave & Garfield Blvd,3.0,14.0,17.0,0.8235294117647058
Rhodes Ave & 71st St,4.0,13.0,17.0,0.7647058823529411
HUBBARD ST BIKE CHECKING (LBS-WH-TEST),15.0,0.0,15.0,0.0
Carpenter St & 63rd St,6.0,7.0,13.0,0.5384615384615384
South Chicago Ave & Elliot Ave,2.0,11.0,13.0,0.8461538461538461
Michigan Ave & 71st St,5.0,6.0,11.0,0.5454545454545454
Racine Ave & 65th St,4.0,6.0,10.0,0.6
Racine Ave & 61st St,5.0,4.0,9.0,0.4444444444444444
Elizabeth St & 59th St,7.0,1.0,8.0,0.125
DIVVY CASSETTE REPAIR MOBILE STATION,3.0,0.0,3.0,0.0
LBS - BBB La Magie,0.0,1.0,1.0,1.0
Special Events,0.0,1.0,1.0,1.0
